ciselnik,ciselnik_kod,ciselnik_nazev,kod_IRI,kod,kod_tecka,nazev,kod_kapitola_rozsah,kod_kapitola_cislo,nazev_kapitola,platnost_od,platnost_do
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M88.87,M8887,M88.87,Pagetova nemoc jiných kostí; kotník a noha pod ním,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M88.88,M8888,M88.88,Pagetova nemoc jiných kostí; jiné,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M88.89,M8889,M88.89,Pagetova nemoc jiných kostí; lokalizace NS,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M88.9,M889,M88.9,Pagetova nemoc kosti NS,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M88.90,M8890,M88.90,Pagetova nemoc kosti NS; mnohočetné lokalizace,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M88.91,M8891,M88.91,Pagetova nemoc kosti NS; ramenní krajina,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M88.92,M8892,M88.92,Pagetova nemoc kosti NS; nadloktí,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M88.93,M8893,M88.93,Pagetova nemoc kosti NS; předloktí,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M88.94,M8894,M88.94,Pagetova nemoc kosti NS; ruka,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M88.95,M8895,M88.95,Pagetova nemoc kosti NS; pánevní krajina a stehno,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M88.96,M8896,M88.96,Pagetova nemoc kosti NS; bérec,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M88.97,M8897,M88.97,Pagetova nemoc kosti NS; kotník a noha pod ním,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M88.98,M8898,M88.98,Pagetova nemoc kosti NS; jiné,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M88.99,M8899,M88.99,Pagetova nemoc kosti NS; lokalizace NS,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89,M89,M89,Jiná onemocnění kosti,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.0,M890,M89.0,Algoneurodystrofie,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.00,M8900,M89.00,Algoneurodystrofie; mnohočetné lokalizace,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.01,M8901,M89.01,Algoneurodystrofie; ramenní krajina,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.02,M8902,M89.02,Algoneurodystrofie; nadloktí,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.03,M8903,M89.03,Algoneurodystrofie; předloktí,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.04,M8904,M89.04,Algoneurodystrofie; ruka,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.05,M8905,M89.05,Algoneurodystrofie; pánevní krajina a stehno,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.06,M8906,M89.06,Algoneurodystrofie; bérec,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.07,M8907,M89.07,Algoneurodystrofie; kotník a noha pod ním,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.08,M8908,M89.08,Algoneurodystrofie; jiné,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.09,M8909,M89.09,Algoneurodystrofie; lokalizace NS,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.1,M891,M89.1,Uzávěr epifýzy (zadržení epifyzeálního růstu),M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.10,M8910,M89.10,Uzávěr epifýzy (zadržení epifyzeálního růstu); mnohočetné lokalizace,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.11,M8911,M89.11,Uzávěr epifýzy (zadržení epifyzeálního růstu); ramenní krajina,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.12,M8912,M89.12,Uzávěr epifýzy (zadržení epifyzeálního růstu); nadloktí,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.13,M8913,M89.13,Uzávěr epifýzy (zadržení epifyzeálního růstu); předloktí,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.14,M8914,M89.14,Uzávěr epifýzy (zadržení epifyzeálního růstu); ruka,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.15,M8915,M89.15,Uzávěr epifýzy (zadržení epifyzeálního růstu); pánevní krajina a stehno,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.16,M8916,M89.16,Uzávěr epifýzy (zadržení epifyzeálního růstu); bérec,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.17,M8917,M89.17,Uzávěr epifýzy (zadržení epifyzeálního růstu); kotník a noha pod ním,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.19,M8919,M89.19,Uzávěr epifýzy (zadržení epifyzeálního růstu); lokalizace NS,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.2,M892,M89.2,Jiné nemoci vývoje a růstu kostí,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.20,M8920,M89.20,Jiné nemoci vývoje a růstu kostí; mnohočetné lokalizace,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.21,M8921,M89.21,Jiné nemoci vývoje a růstu kostí; ramenní krajina,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.22,M8922,M89.22,Jiné nemoci vývoje a růstu kostí; nadloktí,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.23,M8923,M89.23,Jiné nemoci vývoje a růstu kostí; předloktí,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.24,M8924,M89.24,Jiné nemoci vývoje a růstu kostí; ruka,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.25,M8925,M89.25,Jiné nemoci vývoje a růstu kostí; pánevní krajina a stehno,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.26,M8926,M89.26,Jiné nemoci vývoje a růstu kostí; bérec,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.27,M8927,M89.27,Jiné nemoci vývoje a růstu kostí; kotník a noha pod ním,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.28,M8928,M89.28,Jiné nemoci vývoje a růstu kostí; jiné,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.29,M8929,M89.29,Jiné nemoci vývoje a růstu kostí; lokalizace NS,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.3,M893,M89.3,Hypertrofie kosti,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.30,M8930,M89.30,Hypertrofie kosti; mnohočetné lokalizace,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.31,M8931,M89.31,Hypertrofie kosti; ramenní krajina,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.32,M8932,M89.32,Hypertrofie kosti; nadloktí,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.33,M8933,M89.33,Hypertrofie kosti; předloktí,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.34,M8934,M89.34,Hypertrofie kosti; ruka,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.35,M8935,M89.35,Hypertrofie kosti; pánevní krajina a stehno,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.36,M8936,M89.36,Hypertrofie kosti; bérec,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.37,M8937,M89.37,Hypertrofie kosti; kotník a noha pod ním,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.38,M8938,M89.38,Hypertrofie kosti; jiné,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.39,M8939,M89.39,Hypertrofie kosti; lokalizace NS,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.4,M894,M89.4,Jiná hypertrofická osteoartropatie,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.40,M8940,M89.40,Jiná hypertrofická osteoartropatie; mnohočetné lokalizace,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.41,M8941,M89.41,Jiná hypertrofická osteoartropatie; ramenní krajina,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.42,M8942,M89.42,Jiná hypertrofická osteoartropatie; nadloktí,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.43,M8943,M89.43,Jiná hypertrofická osteoartropatie; předloktí,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.44,M8944,M89.44,Jiná hypertrofická osteoartropatie; ruka,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.45,M8945,M89.45,Jiná hypertrofická osteoartropatie; pánevní krajina a stehno,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.46,M8946,M89.46,Jiná hypertrofická osteoartropatie; bérec,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.47,M8947,M89.47,Jiná hypertrofická osteoartropatie; kotník a noha pod ním,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.48,M8948,M89.48,Jiná hypertrofická osteoartropatie; Jiná,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.49,M8949,M89.49,Jiná hypertrofická osteoartropatie; lokalizace NS,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.5,M895,M89.5,Osteolýza,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.50,M8950,M89.50,Osteolýza; mnohočetné lokalizace,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.51,M8951,M89.51,Osteolýza; ramenní krajina,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.52,M8952,M89.52,Osteolýza; nadloktí,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.53,M8953,M89.53,Osteolýza; předloktí,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.54,M8954,M89.54,Osteolýza; ruka,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.55,M8955,M89.55,Osteolýza; pánevní krajina a stehno,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.56,M8956,M89.56,Osteolýza; bérec,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.57,M8957,M89.57,Osteolýza; kotník a noha pod ním,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.58,M8958,M89.58,Osteolýza; jiné,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.59,M8959,M89.59,Osteolýza; lokalizace NS,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.6,M896,M89.6,Osteopatie po poliomyelitidě,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M89.60,M8960,M89.60,Osteopatie po poliomyelitidě; mnohočetné lokalizace,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
